Frame,Area,Perimeter,Aspect_Ratio,Time,Division_Speed
13,7.5,13.899494767189026,1.2,1.3,1648595.0
13,0.0,0.0,1.0,1.3,75.0
13,0.0,2.0,2.0,1.3,0.0
13,0.0,0.0,1.0,1.3,0.0
13,0.0,0.0,1.0,1.3,0.0
13,0.0,0.0,1.0,1.3,0.0
13,0.0,4.0,0.3333333333333333,1.3,0.0
13,6.0,11.656854152679443,0.8,1.3,60.0
13,0.0,0.0,1.0,1.3,60.0
13,0.0,2.8284270763397217,1.0,1.3,0.0
13,88.0,41.79898953437805,1.5,1.3,880.0
13,204.0,116.76955187320708,1.5,1.3,1160.0
13,133.0,64.76955187320709,1.0555555555555556,1.3,710.0
13,0.0,0.0,1.0,1.3,1330.0
13,0.0,0.0,1.0,1.3,0.0
13,0.0,0.0,1.0,1.3,0.0
13,164831.0,2059.445738434792,1.3111111111111111,1.3,1648310.0
14,0.0,0.0,1.0,1.4000000000000001,1648310.0
14,0.5,3.414213538169861,1.0,1.4000000000000001,5.0
14,132.5,74.87005722522736,1.6923076923076923,1.4000000000000001,1320.0
14,0.0,2.0,0.5,1.4000000000000001,1325.0
14,95.5,42.38477588,0.9285714285714286,1.4000000000000001,955.0
14,0.0,0.0,1.0,1.4000000000000001,955.0
14,0.0,0.0,1.0,1.4000000000000001,0.0
14,0.0,0.0,1.0,1.4000000000000001,0.0
14,0.0,0.0,1.0,1.4000000000000001,0.0
14,0.0,0.0,1.0,1.4000000000000001,0.0
14,0.0,2.8284270763397217,1.0,1.4000000000000001,0.0
14,191.0,93.11269783973694,1.6875,1.4000000000000001,1910.0
14,0.0,0.0,1.0,1.4000000000000001,1910.0
14,0.0,0.0,1.0,1.4000000000000001,0.0
14,0.0,0.0,1.0,1.4000000000000001,0.0
14,164778.5,2094.516806,1.3111111111111111,1.4000000000000001,1647785.0
15,152266.5,2694.8742324113846,1.3111111111111111,1.5,125120.0
15,0.0,0.0,1.0,1.5,1522665.0
15,66.5,109.01219260692596,0.3571428571428571,1.5,665.0
15,0.0,2.0,0.5,1.5,665.0
15,127.0,62.28427076339722,0.6086956521739131,1.5,1270.0
15,184.5,122.6690467596054,1.588235294117647,1.5,575.0
15,0.0,2.0,0.5,1.5,1845.0
15,0.0,0.0,1.0,1.5,0.0
15,0.0,0.0,1.0,1.5,0.0
15,0.0,2.0,0.5,1.5,0.0
15,0.0,0.0,1.0,1.5,0.0
15,0.0,0.0,1.0,1.5,0.0
15,0.0,0.0,1.0,1.5,0.0
15,1.0,4.0,1.0,1.5,10.0
15,0.0,2.0,0.5,1.5,10.0
15,203.5,76.18376553058624,1.7333333333333334,1.5,2035.0
15,0.0,0.0,1.0,1.5,2035.0
15,0.0,2.0,2.0,1.5,0.0
15,10.0,12.828427076339722,1.25,1.5,100.0
15,0.0,2.0,2.0,1.5,100.0
15,92.5,39.55634891986847,1.0833333333333333,1.5,925.0
15,0.0,0.0,1.0,1.5,925.0
15,170.5,68.87005722522736,2.636363636363636,1.5,1705.0
15,0.0,0.0,1.0,1.5,1705.0
15,0.0,5.656854152679443,1.0,1.5,0.0
15,0.0,12.0,7.0,1.5,0.0
15,0.0,0.0,1.0,1.5,0.0
15,92.0,67.11269760131836,0.5416666666666666,1.5,920.0
15,312.0,81.94112491607666,0.4545454545454545,1.5,2200.0
15,142.0,78.28427064418793,1.4,1.5,1700.0
15,35.0,25.656854152679443,2.2,1.5,1070.0
15,20.5,23.55634891986847,0.7777777777777778,1.5,145.0
15,1.5,5.414213538169861,1.5,1.5,190.0
15,0.0,0.0,1.0,1.5,15.0
15,2.5,8.242640614509583,1.3333333333333333,1.5,25.0
15,0.0,2.0,0.5,1.5,25.0
15,0.0,0.0,1.0,1.5,0.0
15,0.0,2.8284270763397217,1.0,1.5,0.0
15,117.0,66.28427064418793,0.7368421052631579,1.5,1170.0
15,0.0,0.0,1.0,1.5,1170.0
16,0.0,2.0,0.5,1.6,0.0
16,120.0,79.11269783973694,1.75,1.6,1200.0
16,0.0,0.0,1.0,1.6,1200.0
16,0.0,0.0,1.0,1.6,0.0
16,0.0,4.0,3.0,1.6,0.0
16,164426.0,2095.1025923490524,1.3111111111111111,1.6,1644260.0
16,0.0,0.0,1.0,1.6,1644260.0
16,0.0,0.0,1.0,1.6,0.0
16,0.0,0.0,1.0,1.6,0.0
16,0.0,0.0,1.0,1.6,0.0
16,0.0,0.0,1.0,1.6,0.0
16,199.0,103.5979790687561,1.5294117647058822,1.6,1990.0
16,0.0,2.0,0.5,1.6,1990.0
16,0.0,2.0,2.0,1.6,0.0
16,105.5,44.38477599620819,1.3333333333333333,1.6,1055.0
17,3.0,6.828427076339722,1.0,1.7000000000000002,1025.0
